id,name,description,density_score,primary_muscles,secondary_muscles,implicit_hits,is_unilateral,setup_buffer_sec,avg_time_per_set_sec,is_timed,equipment_needed,movement_pattern,tempo_category,created_at,updated_at,is_stretch
,Ring Push Up,"Hold gymnastics rings or straps in a push-up position. Lower chest between hands, then press up while stabilizing.",8,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs"",""serratus_anterior""]","{""triceps"":0.6,""anterior_deltoids"":0.6,""abs"":0.6,""serratus_anterior"":0.5}",false,15,45,false,"[""gymnastic_rings""]",push,controlled,,,false
,Romanian Deadlift (RDL),"Stand holding bar. Hinge at hips, lower bar along legs until hamstring stretch. Drive hips forward to return to standing.",9,"[""hamstrings""]","[""glutes"",""lower_back"",""forearms""]","{""glutes"":0.8,""forearms"":0.5,""lower_back"":0.6}",false,40,90,false,"[""barbell""]",hinge,controlled,,,false
,Rowing Machine,"Drive with legs, swing torso, then pull handle to ribs. Reverse smoothly for each stroke.",8,"[""quads""]","[""lats"",""upper_back"",""glutes"",""hamstrings"",""biceps""]","{""lats"":0.6,""upper_back"":0.6,""glutes"":0.5,""hamstrings"":0.5,""biceps"":0.4}",false,15,300,true,"[""rowing_machine""]",cardio,controlled,,,false
,Russian Twist,Sit with torso leaned back. Rotate weight or hands side to side while bracing core.,5,"[""obliques""]","[""abs"",""hip_flexors""]","{""abs"":0.6,""hip_flexors"":0.3}",false,5,40,false,"[""medicine_ball""]",rotation,controlled,,,false
,Scapular Pull Up,"Hang from pull-up bar. Keep arms straight and pull shoulder blades down, then relax under control.",4,"[""lower_traps""]","[""lats"",""forearms"",""serratus_anterior""]","{""lats"":0.5,""forearms"":0.3,""serratus_anterior"":0.3}",false,10,35,false,"[""pull_up_bar""]",pull,controlled,,,false
,Scissor Kicks,Lie on back with legs straight. Cross legs over each other in alternating scissor motion.,5,"[""abs""]","[""hip_flexors"",""adductors""]","{""hip_flexors"":0.6,""adductors"":0.3}",false,5,35,false,[],anti-rotation,controlled,,,false
,Seated Cable Row,"Seated with feet braced. Pull handle to lower chest/upper abdomen, squeeze shoulder blades together. Return with control.",8,"[""upper_back""]","[""lats"",""traps"",""biceps"",""posterior_deltoids""]","{""lats"":0.7,""traps"":0.7,""biceps"":0.5,""posterior_deltoids"":0.5}",false,20,45,false,"[""cable_machine""]",pull,controlled,,,false
,Seated Calf Raise,"Sit with knees bent and pads on thighs. Raise heels, pause, then lower under control.",4,"[""soleus""]","[""calves""]","{""calves"":0.5}",false,15,40,false,"[""seated_calf_raise_machine""]",squat,controlled,,,false
,Seated Chest Press (Cable),"Sit between cable handles at chest level. Press forward and together, then return slowly.",7,"[""chest""]","[""triceps"",""anterior_deltoids""]","{""triceps"":0.5,""anterior_deltoids"":0.5}",false,25,45,false,"[""cable_machine"",""bench""]",push,controlled,,,false
,Seated Figure Four Stretch,"Sit upright, cross ankle over opposite knee, and hinge forward until glute stretches.",2,"[""glutes""]","[""piriformis""]","{""piriformis"":0.7}",true,5,45,true,[],stretch,isometric,,,true
,Seated Hamstring Stretch,Sit with one or both legs extended. Hinge forward from hips until hamstrings stretch.,2,"[""hamstrings""]","[""calves"",""lower_back""]","{""calves"":0.3,""lower_back"":0.2}",false,5,45,true,[],stretch,isometric,,,true
,Seated Shoulder Press (Barbell),"Sit with bar at upper chest. Press overhead without excessive back arch, then lower with control.",8,"[""anterior_deltoids""]","[""triceps"",""lateral_deltoids"",""upper_chest""]","{""triceps"":0.7,""lateral_deltoids"":0.6,""upper_chest"":0.3}",false,35,60,false,"[""barbell"",""bench""]",push,controlled,,,false
,Seated Spinal Twist,"Sit tall, cross one leg, and rotate torso toward bent knee while breathing steadily.",2,"[""obliques""]","[""upper_back"",""glutes""]","{""upper_back"":0.4,""glutes"":0.3}",true,5,45,true,[],stretch,isometric,,,true
,Shoulder Press (Dumbbell),"Sit or stand with dumbbells at shoulder height. Press overhead, then lower under control.",8,"[""anterior_deltoids""]","[""triceps"",""lateral_deltoids"",""upper_chest""]","{""triceps"":0.7,""lateral_deltoids"":0.6,""upper_chest"":0.3}",false,15,55,false,"[""dumbbells""]",push,controlled,,,false
,Side Plank,"Lie on side, support body on one forearm and side of foot. Hold straight line, engage obliques and glute medius.",6,"[""obliques""]","[""glute_medius"",""anterior_deltoids""]","{""glute_medius"":0.6,""anterior_deltoids"":0.4}",false,5,30,true,[],anti-rotation,isometric,,,false
,Side-Lying Quad Stretch,"Lie on side, grasp top ankle, and draw heel toward glute for a quad stretch.",2,"[""quads""]","[""hip_flexors""]","{""hip_flexors"":0.3}",true,5,45,true,[],stretch,isometric,,,true
,Single-Arm Cable Row,"Sit or stand holding one cable handle. Pull elbow back toward ribs, then return with control.",6,"[""lats""]","[""upper_back"",""biceps"",""obliques""]","{""upper_back"":0.6,""biceps"":0.5,""obliques"":0.4}",true,15,45,false,"[""cable_machine""]",pull,controlled,,,false
,Single-Arm Cable Tricep Pushdown,"Use one cable handle. Extend elbow downward, pause, then return without moving upper arm.",4,"[""triceps""]",[],{},true,15,35,false,"[""cable_machine""]",push,controlled,,,false
,Single-Arm Dumbbell Row,"Support one hand and knee on bench. Row dumbbell toward hip, then lower fully.",7,"[""lats""]","[""upper_back"",""biceps"",""forearms"",""obliques""]","{""upper_back"":0.6,""biceps"":0.5,""forearms"":0.4,""obliques"":0.3}",true,15,50,false,"[""dumbbell"",""bench""]",pull,controlled,,,false
,Single-Arm Landmine Press,Stand with landmine bar at one shoulder. Press up and forward with one arm while resisting rotation.,7,"[""anterior_deltoids""]","[""triceps"",""upper_chest"",""obliques"",""serratus_anterior""]","{""triceps"":0.6,""upper_chest"":0.5,""obliques"":0.5,""serratus_anterior"":0.4}",true,20,45,false,"[""barbell"",""landmine_attachment""]",push,controlled,,,false
,Single-Leg Glute Bridge,"Lie on back with one foot planted. Lift hips using one leg, squeeze glute, then lower.",5,"[""glutes""]","[""hamstrings"",""glute_medius"",""abs""]","{""hamstrings"":0.5,""glute_medius"":0.4,""abs"":0.3}",true,5,40,false,[],hinge,controlled,,,false
,Single-Leg Romanian Deadlift,"Stand on one leg holding weight. Hinge forward while back leg reaches behind, then return upright.",8,"[""hamstrings""]","[""glutes"",""glute_medius"",""lower_back"",""forearms""]","{""glutes"":0.8,""glute_medius"":0.5,""lower_back"":0.4,""forearms"":0.3}",true,10,55,false,"[""dumbbells""]",hinge,controlled,,,false
,Sissy Squat,Keep hips extended while knees travel forward. Lower with control and return by extending knees.,7,"[""quads""]","[""abs"",""hip_flexors""]","{""abs"":0.4,""hip_flexors"":0.3}",false,10,45,false,"[""sissy_squat_machine""]",squat,controlled,,,false
,Skullcrusher,"Lie on bench, hold weight overhead. Lower weight toward forehead by bending elbows, then extend explosively.",6,"[""triceps""]","[""lats""]","{""lats"":0.2}",false,20,45,false,"[""barbell"",""dumbbells"",""bench""]",push,controlled,,,false
,Sled Pull,Attach straps to sled and walk backward or forward pulling sled under control.,8,"[""quads""]","[""glutes"",""hamstrings"",""upper_back"",""forearms""]","{""glutes"":0.6,""hamstrings"":0.5,""upper_back"":0.4,""forearms"":0.4}",false,20,45,false,"[""sled"",""straps""]",pull,controlled,,,false
,Sled Push,Push sled handles forward with strong leg drive and braced torso.,9,"[""quads""]","[""glutes"",""calves"",""hamstrings"",""abs""]","{""glutes"":0.7,""calves"":0.5,""hamstrings"":0.4,""abs"":0.4}",false,20,45,false,"[""sled""]",squat,explosive,,,false
,Smith Machine Squat,Position bar on upper back in Smith machine. Squat down and press up through feet.,8,"[""quads""]","[""glutes"",""hamstrings""]","{""glutes"":0.6,""hamstrings"":0.3}",false,25,60,false,"[""smith_machine""]",squat,controlled,,,false
,Soleus Wall Stretch,Stand facing wall with back knee bent and heel down. Lean forward to stretch lower calf.,2,"[""soleus""]","[""calves""]","{""calves"":0.4}",true,5,45,true,"[""wall""]",stretch,isometric,,,true
,Sphinx Stretch,Lie face-down on forearms and gently lift chest while hips stay on floor.,2,"[""abs""]","[""hip_flexors"",""lower_back""]","{""hip_flexors"":0.3,""lower_back"":0.2}",false,5,45,true,[],stretch,isometric,,,true
,Spider Curl,"Lie chest-down on an incline bench. Curl dumbbells or bar upward, then lower fully.",5,"[""biceps""]","[""forearms""]","{""forearms"":0.4}",false,15,40,false,"[""dumbbells"",""incline_bench""]",pull,controlled,,,false
,Split Squat,"Stand in split stance. Lower back knee toward floor, then drive through front foot to stand.",7,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.7,""hamstrings"":0.3,""calves"":0.2}",true,10,50,false,"[""dumbbells""]",lunge,controlled,,,false
,Squat (Barbell),"Bar on upper back, feet shoulder-width. Descend until thighs parallel to floor, knees track over toes. Drive through heels to stand.",10,"[""quads""]","[""glutes"",""lower_back"",""core""]","{""abs"":0.3,""glutes"":0.7,""lower_back"":0.4}",false,45,90,false,"[""barbell"",""squat_rack""]",squat,controlled,,,false
,Squat Jump,"Lower into a squat, jump upward explosively, land softly, and repeat.",9,"[""quads""]","[""glutes"",""calves"",""hamstrings""]","{""glutes"":0.7,""calves"":0.6,""hamstrings"":0.4}",false,5,30,false,[],squat,explosive,,,false
,Squat Pry,Hold deep squat and gently shift side to side or press knees outward with elbows.,3,"[""adductors""]","[""glutes"",""calves"",""ankles""]","{""glutes"":0.4,""calves"":0.3,""ankles"":0.3}",false,5,60,true,[],stretch,controlled,,,true
,Stair Climber,Step continuously on stair climber while keeping torso tall and controlled foot placement.,7,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.6,""hamstrings"":0.3,""calves"":0.4}",false,15,300,true,"[""stair_climber""]",cardio,controlled,,,false
,Standing Cable Chest Press,Stand staggered between cable handles. Press handles forward from chest height while bracing core.,7,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.5,""anterior_deltoids"":0.5,""abs"":0.4}",false,20,45,false,"[""cable_machine""]",push,controlled,,,false
,Standing Calf Raise,"Stand with balls of feet on platform. Raise heels high, pause, then lower into stretch.",5,"[""calves""]","[""soleus""]","{""soleus"":0.4}",false,15,40,false,"[""standing_calf_raise_machine""]",squat,controlled,,,false
,Standing Hamstring Stretch,"Stand tall, place one heel forward, hinge at hips, and hold a gentle hamstring stretch.",2,"[""hamstrings""]","[""calves""]","{""calves"":0.3}",true,5,45,true,[],stretch,isometric,,,true
,Standing Lat Stretch,"Hold a rack or post, sit hips back, and lean away until side/back stretches.",2,"[""lats""]","[""obliques"",""upper_back""]","{""obliques"":0.3,""upper_back"":0.3}",true,5,45,true,"[""squat_rack""]",stretch,isometric,,,true
,Standing Leg Curl,"Use standing leg curl machine. Curl heel toward glute, pause, then lower slowly.",4,"[""hamstrings""]","[""calves""]","{""calves"":0.2}",true,15,35,false,"[""leg_curl_machine""]",hinge,controlled,,,false
,Standing Quad Stretch,Stand on one leg and pull opposite heel toward glute while keeping knees close.,2,"[""quads""]","[""hip_flexors""]","{""hip_flexors"":0.3}",true,5,40,true,[],stretch,isometric,,,true
,Stationary Bike,Pedal on stationary bike at chosen resistance while keeping a smooth cadence.,6,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.4,""hamstrings"":0.4,""calves"":0.3}",false,15,300,true,"[""stationary_bike""]",cardio,controlled,,,false
,Step Up,"Place one foot on a box or bench. Drive through front foot to stand tall, then step down.",7,"[""quads""]","[""glutes"",""hamstrings"",""calves""]","{""glutes"":0.7,""hamstrings"":0.3,""calves"":0.3}",true,10,50,false,"[""box"",""dumbbells""]",lunge,controlled,,,false
,Stiff-Leg Deadlift,"Hold bar with minimal knee bend. Hinge at hips until hamstrings stretch, then stand tall.",8,"[""hamstrings""]","[""glutes"",""lower_back"",""forearms""]","{""glutes"":0.7,""lower_back"":0.6,""forearms"":0.4}",false,35,70,false,"[""barbell""]",hinge,controlled,,,false
,Stir the Pot,Place forearms on stability ball in plank. Move elbows in small circles while bracing core.,6,"[""abs""]","[""obliques"",""anterior_deltoids"",""lats""]","{""obliques"":0.6,""anterior_deltoids"":0.3,""lats"":0.3}",false,10,35,false,"[""stability_ball""]",anti-rotation,controlled,,,false
,Straight-Arm Pulldown,"Stand facing high cable. Pull straight arms down toward thighs, then return slowly.",5,"[""lats""]","[""triceps"",""abs"",""serratus_anterior""]","{""triceps"":0.3,""abs"":0.3,""serratus_anterior"":0.3}",false,15,40,false,"[""cable_machine""]",pull,controlled,,,false
,Suitcase Carry,Hold one heavy weight at side. Walk tall while resisting leaning toward the weight.,6,"[""obliques""]","[""forearms"",""traps"",""glutes""]","{""forearms"":0.7,""traps"":0.4,""glutes"":0.3}",true,10,45,false,"[""dumbbell"",""kettlebell""]",carry,controlled,,,false
,Sumo Deadlift,Use a wide stance with hands inside knees. Pull bar from floor by driving hips forward and standing tall.,9,"[""glutes""]","[""hamstrings"",""quads"",""lower_back"",""forearms"",""adductors""]","{""hamstrings"":0.7,""quads"":0.6,""lower_back"":0.6,""forearms"":0.5,""adductors"":0.6}",false,45,90,false,"[""barbell""]",hinge,controlled,,,false
,Sumo Squat,"Stand with wide stance and toes turned out. Squat down between legs, then stand tall.",7,"[""glutes""]","[""quads"",""adductors"",""hamstrings""]","{""quads"":0.6,""adductors"":0.7,""hamstrings"":0.3}",false,10,50,false,"[""dumbbell"",""kettlebell""]",squat,controlled,,,false
,Superman Hold,"Lie face down, lift arms and legs simultaneously. Hold position, squeeze glutes and lower back. Lower with control.",6,"[""lower_back""]","[""glutes"",""hamstrings"",""posterior_deltoids""]","{""glutes"":0.7,""hamstrings"":0.5,""posterior_deltoids"":0.4}",false,5,30,true,[],hinge,isometric,,,false
,Svend Press,"Hold a plate between palms at chest height. Press forward while squeezing the plate, then pull back.",4,"[""chest""]","[""anterior_deltoids"",""triceps""]","{""anterior_deltoids"":0.4,""triceps"":0.4}",false,10,40,false,"[""weight_plate""]",push,controlled,,,false
,T-Bar Row,"Straddle a T-bar or landmine row handle. Pull weight toward lower chest, then lower with control.",8,"[""upper_back""]","[""lats"",""biceps"",""lower_back"",""forearms""]","{""lats"":0.7,""biceps"":0.5,""lower_back"":0.5,""forearms"":0.4}",false,25,60,false,"[""barbell"",""landmine_attachment""]",pull,controlled,,,false
,Thoracic Open Book,Lie on side with knees bent. Rotate top arm open across body and follow with eyes.,3,"[""upper_back""]","[""chest"",""obliques""]","{""chest"":0.4,""obliques"":0.4}",true,5,45,true,[],stretch,controlled,,,true
,Thread the Needle Stretch,"From hands and knees, slide one arm under body and rotate chest toward floor.",2,"[""upper_back""]","[""posterior_deltoids"",""traps""]","{""posterior_deltoids"":0.3,""traps"":0.3}",true,5,45,true,[],stretch,isometric,,,true
,Tibialis Raise,"Lean against wall with heels down. Lift toes toward shins, pause, then lower.",3,"[""tibialis_anterior""]","[""calves""]","{""calves"":0.2}",false,5,35,false,[],squat,controlled,,,false
,Toe Touch Crunch,Lie on back with legs raised. Reach hands toward toes by curling shoulders upward.,4,"[""abs""]","[""hip_flexors""]","{""hip_flexors"":0.3}",false,5,35,false,[],anti-rotation,controlled,,,false
,Trap Bar Deadlift,"Stand inside trap bar. Push floor away and stand tall, then lower with hips and knees bending.",9,"[""glutes""]","[""quads"",""hamstrings"",""lower_back"",""forearms""]","{""quads"":0.7,""hamstrings"":0.6,""lower_back"":0.5,""forearms"":0.5}",false,40,90,false,"[""trap_bar""]",hinge,controlled,,,false
,Trap Bar Shrug,"Stand inside trap bar and hold handles. Shrug shoulders up, pause, and lower with control.",5,"[""traps""]","[""forearms"",""upper_back""]","{""forearms"":0.4,""upper_back"":0.3}",false,20,40,false,"[""trap_bar""]",pull,controlled,,,false
,Treadmill Run,Run on treadmill at chosen speed while maintaining upright posture and steady cadence.,8,"[""quads""]","[""glutes"",""hamstrings"",""calves"",""hip_flexors""]","{""glutes"":0.5,""hamstrings"":0.5,""calves"":0.6,""hip_flexors"":0.4}",false,15,300,true,"[""treadmill""]",cardio,controlled,,,false
,Tricep Extension Machine,"Sit at tricep machine with elbows on pad. Extend arms, then return with control.",5,"[""triceps""]",[],{},false,15,40,false,"[""tricep_extension_machine""]",push,controlled,,,false
,Tricep Pushdown,"Stand at cable machine, rope attachment. Push down until arms fully extended, squeeze triceps. Return with control.",5,"[""triceps""]",[],{},false,15,35,false,"[""cable_machine""]",push,controlled,,,false
,Tricep Rope Pushdown,"Attach rope to high cable. Extend elbows down and apart, then return with control.",5,"[""triceps""]",[],{},false,15,40,false,"[""cable_machine"",""rope_attachment""]",push,controlled,,,false
,TRX Row,"Hold suspension handles and lean back. Pull chest toward handles, then lower with a straight body.",6,"[""upper_back""]","[""lats"",""biceps"",""posterior_deltoids"",""abs""]","{""lats"":0.5,""biceps"":0.5,""posterior_deltoids"":0.5,""abs"":0.3}",false,15,45,false,"[""suspension_trainer""]",pull,controlled,,,false
,Turkish Get-Up,"Move from lying to standing while holding a weight overhead, then reverse the sequence.",8,"[""abs""]","[""obliques"",""anterior_deltoids"",""triceps"",""glutes"",""rotator_cuff""]","{""obliques"":0.6,""anterior_deltoids"":0.5,""triceps"":0.4,""glutes"":0.5,""rotator_cuff"":0.5}",true,15,90,false,"[""kettlebell"",""dumbbell""]",carry,controlled,,,false
,Upper Trap Stretch,"Sit tall, gently tilt head to one side, and hold stretch along side of neck.",2,"[""traps""]","[""neck""]","{""neck"":0.5}",true,5,30,true,[],stretch,isometric,,,true
,Upright Row,"Hold bar or dumbbells in front. Pull elbows upward to chest height, then lower carefully.",5,"[""lateral_deltoids""]","[""traps"",""biceps"",""forearms""]","{""traps"":0.6,""biceps"":0.3,""forearms"":0.3}",false,10,40,false,"[""barbell"",""dumbbells""]",pull,controlled,,,false
,V-Sit,"Sit on floor, lean back and lift legs to form V shape. Hold position, balance on glutes. Advanced core exercise.",7,"[""abs""]","[""hip_flexors"",""quads""]","{""quads"":0.3,""hip_flexors"":0.9}",false,5,30,true,[],anti-rotation,isometric,,,false
,Walking Lunge,"Step forward into lunge position, lower until both knees at 90 degrees. Push through front heel, step forward with back leg.",7,"[""quads""]","[""hamstrings"",""calves""]","{""calves"":0.4,""hamstrings"":0.5}",true,15,60,false,"[""dumbbells""]",lunge,controlled,,,false
,Wall Ball Shot,"Hold medicine ball at chest, squat, then explosively stand and throw ball to wall target.",9,"[""quads""]","[""glutes"",""anterior_deltoids"",""triceps"",""abs""]","{""glutes"":0.6,""anterior_deltoids"":0.6,""triceps"":0.4,""abs"":0.4}",false,10,45,false,"[""medicine_ball"",""wall""]",squat,explosive,,,false
,Wall Sit,Lean back against wall and slide down until knees are bent. Hold the seated position for time.,5,"[""quads""]","[""glutes"",""calves""]","{""glutes"":0.4,""calves"":0.2}",false,5,45,true,[],squat,isometric,,,false
,Wide Push Up,"Set hands wider than shoulders. Lower chest toward floor and press up, emphasizing chest.",7,"[""chest""]","[""triceps"",""anterior_deltoids"",""abs""]","{""triceps"":0.4,""anterior_deltoids"":0.5,""abs"":0.3}",false,5,35,false,[],push,controlled,,,false
,Wide-Grip Lat Pulldown,"Grip pulldown bar wide. Pull bar to upper chest while driving elbows down, then return slowly.",7,"[""lats""]","[""biceps"",""upper_back"",""forearms""]","{""biceps"":0.5,""upper_back"":0.5,""forearms"":0.3}",false,15,45,false,"[""lat_pulldown_machine""]",pull,controlled,,,false
,Windshield Wiper,Hang from bar or lie on floor. Rotate legs side to side while controlling the torso.,8,"[""obliques""]","[""abs"",""lats"",""hip_flexors""]","{""abs"":0.7,""lats"":0.4,""hip_flexors"":0.5}",false,10,35,false,"[""pull_up_bar""]",rotation,controlled,,,false
,World's Greatest Stretch,"Step into deep lunge, place hands down, rotate chest toward front leg, and repeat.",3,"[""hip_flexors""]","[""hamstrings"",""glutes"",""upper_back"",""adductors""]","{""hamstrings"":0.4,""glutes"":0.4,""upper_back"":0.4,""adductors"":0.3}",true,5,60,true,[],stretch,controlled,,,true
,Wrist Curl,"Rest forearms on bench with palms up. Curl wrists upward, then lower slowly.",3,"[""forearms""]",[],{},false,10,35,false,"[""dumbbells"",""bench""]",pull,controlled,,,false
,Wrist Extensor Stretch,Extend arm with palm down and gently pull fingers toward body to stretch top forearm.,2,"[""forearms""]",[],{},true,5,30,true,[],stretch,isometric,,,true
,Wrist Flexor Stretch,Extend arm with palm up and gently pull fingers downward/back with opposite hand.,2,"[""forearms""]",[],{},true,5,30,true,[],stretch,isometric,,,true
,Z Press,Sit on floor with legs straight and bar at shoulders. Press overhead while keeping torso upright.,8,"[""anterior_deltoids""]","[""triceps"",""abs"",""lower_back""]","{""triceps"":0.7,""abs"":0.6,""lower_back"":0.4}",false,30,50,false,"[""barbell""]",push,controlled,,,false
,Zercher Squat,"Hold bar in crooks of elbows. Squat with upright torso, then drive up through feet.",8,"[""quads""]","[""glutes"",""upper_back"",""abs"",""biceps""]","{""glutes"":0.7,""upper_back"":0.6,""abs"":0.6,""biceps"":0.2}",false,40,70,false,"[""barbell"",""squat_rack""]",squat,controlled,,,false
,Zottman Curl,"Curl dumbbells up with palms up, rotate palms down, then lower under control.",5,"[""biceps""]","[""forearms""]","{""forearms"":0.6}",false,10,40,false,"[""dumbbells""]",pull,controlled,,,false
,Bar Muscle-Up,Pull explosively over a straight bar and press to support with controlled turnover.,9,"[""lats""]","[""biceps"",""triceps"",""chest"",""anterior_deltoids"",""abs""]","{""biceps"":0.7,""triceps"":0.7,""chest"":0.6,""anterior_deltoids"":0.6,""abs"":0.5}",false,20,45,false,"[""pull_up_bar""]",calisthenics_skill,explosive,,,false
,Ring Muscle-Up,"Pull from rings into a deep transition, then press to a stable ring support.",10,"[""lats""]","[""biceps"",""triceps"",""chest"",""anterior_deltoids"",""abs""]","{""biceps"":0.8,""triceps"":0.8,""chest"":0.7,""anterior_deltoids"":0.7,""abs"":0.6}",false,30,50,false,"[""gymnastic_rings""]",calisthenics_skill,explosive,,,false
,Strict Muscle-Up,"Perform a muscle-up without leg drive, emphasizing pulling strength and a smooth transition.",10,"[""lats""]","[""biceps"",""triceps"",""chest"",""anterior_deltoids"",""abs""]","{""biceps"":0.8,""triceps"":0.7,""chest"":0.6,""anterior_deltoids"":0.6,""abs"":0.6}",false,25,50,false,"[""pull_up_bar""]",calisthenics_skill,explosive,,,false
,Kipping Muscle-Up,Use coordinated hip drive to assist the pull and transition over the bar or rings.,8,"[""lats""]","[""biceps"",""triceps"",""chest"",""abs"",""hip_flexors""]","{""biceps"":0.6,""triceps"":0.6,""chest"":0.5,""abs"":0.5,""hip_flexors"":0.4}",false,25,45,false,"[""pull_up_bar""]",calisthenics_skill,explosive,,,false
,Tuck Planche Hold,"Hold a tucked planche position with locked arms, protracted shoulders, and hips lifted.",9,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""serratus_anterior""]","{""chest"":0.6,""triceps"":0.7,""abs"":0.8,""serratus_anterior"":0.7}",false,15,30,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Advanced Tuck Planche Hold,Hold a planche progression with knees tucked but hips extended farther behind the body.,10,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""serratus_anterior""]","{""chest"":0.7,""triceps"":0.8,""abs"":0.8,""serratus_anterior"":0.7}",false,15,30,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Straddle Planche Hold,Hold a straddle planche with straight arms and legs spread to reduce leverage demand.,10,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""glutes"",""serratus_anterior""]","{""chest"":0.7,""triceps"":0.8,""abs"":0.9,""glutes"":0.4,""serratus_anterior"":0.7}",false,20,25,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Full Planche Hold,Hold a full planche with straight arms and body parallel to the floor.,10,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""glutes"",""serratus_anterior""]","{""chest"":0.8,""triceps"":0.8,""abs"":0.9,""glutes"":0.5,""serratus_anterior"":0.8}",false,25,20,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Planche Lean,Lean shoulders forward past hands while keeping arms straight and body hollow.,6,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""serratus_anterior""]","{""chest"":0.4,""triceps"":0.5,""abs"":0.6,""serratus_anterior"":0.5}",false,10,35,true,"[""parallettes""]",calisthenics_skill,isometric,,,false
,Planche Push-Up,Lower and press from a planche position while maintaining forward lean and body tension.,10,"[""anterior_deltoids""]","[""chest"",""triceps"",""abs"",""serratus_anterior""]","{""chest"":0.8,""triceps"":0.8,""abs"":0.9,""serratus_anterior"":0.7}",false,20,40,false,"[""parallettes""]",calisthenics_skill,controlled,,,false
,Tuck Front Lever Hold,Hang from a bar with knees tucked and torso held nearly horizontal.,8,"[""lats""]","[""abs"",""biceps"",""rear_deltoids"",""lower_back""]","{""abs"":0.8,""biceps"":0.5,""rear_deltoids"":0.5,""lower_back"":0.4}",false,10,30,true,"[""pull_up_bar""]",calisthenics_skill,isometric,,,false
,Advanced Tuck Front Lever Hold,Hold a front lever progression with knees tucked and hips opened farther from the body.,9,"[""lats""]","[""abs"",""biceps"",""rear_deltoids"",""lower_back""]","{""abs"":0.9,""biceps"":0.5,""rear_deltoids"":0.5,""lower_back"":0.5}",false,10,30,true,"[""pull_up_bar""]",calisthenics_skill,isometric,,,false
,Straddle Front Lever Hold,Hold a front lever with legs straight and straddled to reduce leverage demand.,10,"[""lats""]","[""abs"",""biceps"",""rear_deltoids"",""glutes"",""lower_back""]","{""abs"":0.9,""biceps"":0.5,""rear_deltoids"":0.6,""glutes"":0.3,""lower_back"":0.5}",false,15,25,true,"[""pull_up_bar""]",calisthenics_skill,isometric,,,false
,Full Front Lever Hold,Hold a straight-body front lever with body parallel to the floor.,10,"[""lats""]","[""abs"",""biceps"",""rear_deltoids"",""glutes"",""lower_back""]","{""abs"":0.9,""biceps"":0.6,""rear_deltoids"":0.6,""glutes"":0.4,""lower_back"":0.5}",false,15,20,true,"[""pull_up_bar""]",calisthenics_skill,isometric,,,false
,Front Lever Raise,Raise from a dead hang toward a front lever while keeping the body tight and controlled.,9,"[""lats""]","[""abs"",""biceps"",""rear_deltoids"",""hip_flexors""]","{""abs"":0.8,""biceps"":0.5,""rear_deltoids"":0.6,""hip_flexors"":0.4}",false,15,40,false,"[""pull_up_bar""]",calisthenics_skill,controlled,,,false
,Front Lever Row,Row the chest toward the bar while holding a front lever progression.,10,"[""lats""]","[""biceps"",""rear_deltoids"",""abs"",""lower_back""]","{""biceps"":0.7,""rear_deltoids"":0.7,""abs"":0.8,""lower_back"":0.4}",false,15,45,false,"[""pull_up_bar""]",calisthenics_skill,controlled,,,false
,Ice Cream Maker,Move between a pull-up top position and a front lever position under control.,10,"[""lats""]","[""biceps"",""abs"",""rear_deltoids"",""lower_back""]","{""biceps"":0.7,""abs"":0.8,""rear_deltoids"":0.6,""lower_back"":0.4}",false,15,45,false,"[""pull_up_bar""]",calisthenics_skill,controlled,,,false
,Back Lever Hold,Hold a straight-body back lever with arms extended and body parallel to the floor.,9,"[""chest""]","[""anterior_deltoids"",""biceps"",""abs"",""glutes"",""lower_back""]","{""anterior_deltoids"":0.7,""biceps"":0.5,""abs"":0.7,""glutes"":0.4,""lower_back"":0.5}",false,15,25,true,"[""gymnastic_rings""]",calisthenics_skill,isometric,,,false
,Tuck Back Lever Hold,Hold a tucked back lever progression with shoulders extended and hips lifted.,7,"[""chest""]","[""anterior_deltoids"",""biceps"",""abs"",""lower_back""]","{""anterior_deltoids"":0.6,""biceps"":0.4,""abs"":0.6,""lower_back"":0.4}",false,10,30,true,"[""gymnastic_rings""]",calisthenics_skill,isometric,,,false
,Skin the Cat,Rotate through the rings or bar from hang to inverted hang and back with control.,6,"[""lats""]","[""chest"",""anterior_deltoids"",""abs"",""biceps""]","{""chest"":0.5,""anterior_deltoids"":0.5,""abs"":0.6,""biceps"":0.3}",false,15,45,false,"[""gymnastic_rings""]",calisthenics_skill,controlled,,,false
